UTC time,Latitude,Longitude,Fix Quality,Number of Satellites,HDOP,Altitude
022254.000,4458.6273,9311.0553,1.0,8.0,0.99,282.2
022255.000,4458.6274,9311.0552,1.0,8.0,0.99,282.2
022256.000,4458.6274,9311.0552,1.0,8.0,0.99,282.2
022257.000,4458.6274,9311.0552,1.0,8.0,0.99,282.2
022258.000,4458.6275,9311.0552,1.0,8.0,0.99,282.2
022259.000,4458.6275,9311.0552,1.0,8.0,0.99,282.2
022300.000,4458.6276,9311.0553,1.0,8.0,0.98,282.2
022301.000,4458.6276,9311.0554,1.0,8.0,0.99,282.2
022302.000,4458.6277,9311.0554,1.0,8.0,0.99,282.2
022303.000,4458.6278,9311.0555,1.0,8.0,0.99,282.2
022304.000,4458.6278,9311.0556,1.0,8.0,0.99,282.2
022305.000,4458.6279,9311.0557,1.0,8.0,0.99,282.2
022306.000,4458.628,9311.0557,1.0,8.0,0.99,282.2
022307.000,4458.628,9311.0557,1.0,8.0,0.99,282.2
022308.000,4458.6281,9311.0557,1.0,8.0,0.99,282.2
022309.000,4458.6281,9311.0557,1.0,8.0,0.99,282.2
022310.000,4458.6281,9311.0557,1.0,8.0,0.98,282.2
022311.000,4458.6281,9311.0557,1.0,8.0,0.98,282.2
022312.000,4458.6281,9311.0557,1.0,8.0,0.98,282.2
022313.000,4458.6281,9311.0556,1.0,8.0,0.98,282.2
022314.000,4458.6281,9311.0556,1.0,8.0,0.99,282.2
022315.000,4458.6281,9311.0556,1.0,8.0,0.98,282.2
022316.000,4458.6281,9311.0556,1.0,8.0,0.99,282.2
022317.000,4458.6281,9311.0556,1.0,8.0,0.99,282.2
022318.000,4458.6281,9311.0556,1.0,8.0,0.98,282.2
022319.000,4458.6281,9311.0556,1.0,8.0,0.99,282.2
022320.000,4458.6281,9311.0556,1.0,8.0,0.99,282.2
022321.000,4458.6281,9311.0556,1.0,8.0,0.99,282.2
022322.000,4458.6282,9311.0556,1.0,8.0,0.99,282.2
022323.000,4458.6282,9311.0556,1.0,8.0,0.98,282.2
022324.000,4458.6282,9311.0555,1.0,8.0,0.98,282.2
022325.000,4458.6283,9311.0555,1.0,8.0,0.98,282.2
022326.000,4458.6283,9311.0555,1.0,8.0,0.98,282.2
022327.000,4458.6283,9311.0554,1.0,8.0,0.98,282.2
022328.000,4458.6283,9311.0554,1.0,8.0,0.98,282.2
022329.000,4458.6283,9311.0554,1.0,8.0,0.99,282.2
022330.000,4458.6284,9311.0554,1.0,8.0,0.99,282.2
022331.000,4458.6284,9311.0554,1.0,8.0,0.99,282.2
022332.000,4458.6285,9311.0554,1.0,8.0,0.98,282.2
022333.000,4458.6285,9311.0553,1.0,8.0,0.98,282.2
022334.000,4458.6286,9311.0553,1.0,8.0,0.98,282.2
022335.000,4458.6285,9311.0553,1.0,8.0,0.98,282.2
022336.000,4458.6285,9311.0552,1.0,8.0,0.98,282.2
022337.000,4458.6285,9311.0552,1.0,8.0,0.98,282.2
022338.000,4458.6284,9311.0552,1.0,8.0,0.98,282.2
022339.000,4458.6284,9311.0551,1.0,8.0,0.98,282.2
022340.000,4458.6282,9311.0552,1.0,8.0,0.98,282.2
022341.000,4458.6281,9311.0552,1.0,8.0,0.98,282.2
022342.000,4458.6279,9311.0553,1.0,8.0,0.98,282.2
022343.000,4458.6272,9311.0552,1.0,8.0,0.98,282.2
022344.000,4458.6264,9311.0554,1.0,8.0,0.98,282.2
022345.000,4458.6255,9311.056,1.0,8.0,0.98,282.3
022346.000,4458.625,9311.0563,1.0,8.0,0.98,282.3
022347.000,4458.6247,9311.0562,1.0,8.0,0.98,282.3
022348.000,4458.6244,9311.0561,1.0,8.0,0.98,282.3
022349.000,4458.6252,9311.0565,1.0,8.0,0.98,282.2
022350.000,4458.6252,9311.0564,1.0,8.0,0.98,282.2
022351.000,4458.625,9311.0564,1.0,8.0,0.98,282.2
022352.000,4458.625,9311.0564,1.0,8.0,0.98,282.2
022353.000,4458.6252,9311.0564,1.0,8.0,0.98,282.2
022354.000,4458.6254,9311.0564,1.0,8.0,0.98,282.2
022355.000,4458.6255,9311.0561,1.0,8.0,0.98,282.2
022356.000,4458.6254,9311.0561,1.0,8.0,0.98,282.2
022357.000,4458.6253,9311.056,1.0,8.0,0.98,282.2
022358.000,4458.6252,9311.0559,1.0,8.0,0.98,282.2
022359.000,4458.6252,9311.0558,1.0,8.0,0.98,282.2
022400.000,4458.6251,9311.0558,1.0,8.0,0.98,282.2
022401.000,4458.625,9311.0558,1.0,8.0,0.98,282.2
022402.000,4458.6249,9311.0558,1.0,8.0,0.98,282.2
022403.000,4458.6249,9311.0559,1.0,8.0,0.98,282.2
022404.000,4458.6248,9311.0559,1.0,8.0,0.98,282.2
022405.000,4458.6247,9311.056,1.0,8.0,0.98,282.2
022406.000,4458.6247,9311.0561,1.0,8.0,0.98,282.2
022407.000,4458.6247,9311.0562,1.0,8.0,0.98,282.2
022408.000,4458.6247,9311.0563,1.0,8.0,0.98,282.2
022409.000,4458.6247,9311.0563,1.0,8.0,0.98,282.2
022410.000,4458.6247,9311.0563,1.0,8.0,0.98,282.2
022411.000,4458.6247,9311.0563,1.0,8.0,0.98,282.2
022412.000,4458.6247,9311.0562,1.0,8.0,0.98,282.2
022413.000,4458.6248,9311.0561,1.0,8.0,0.98,282.2
022414.000,4458.6248,9311.0561,1.0,8.0,0.98,282.2
022415.000,4458.6248,9311.056,1.0,8.0,0.98,282.2
022416.000,4458.6248,9311.056,1.0,8.0,0.98,282.2
022417.000,4458.6249,9311.056,1.0,8.0,0.98,282.2
022418.000,4458.6248,9311.056,1.0,8.0,0.98,282.2
022419.000,4458.6248,9311.056,1.0,8.0,0.98,282.2
022420.000,4458.6248,9311.0561,1.0,8.0,0.98,282.2
022421.000,4458.6248,9311.0561,1.0,8.0,0.98,282.2
022422.000,4458.6248,9311.0562,1.0,8.0,0.98,282.2
022423.000,4458.6248,9311.0562,1.0,8.0,0.98,282.2
022424.000,4458.6248,9311.0562,1.0,8.0,0.98,282.2
022425.000,4458.6248,9311.0561,1.0,8.0,0.98,282.2
022426.000,4458.6247,9311.0561,1.0,8.0,0.98,282.2
022427.000,4458.6247,9311.0561,1.0,8.0,0.98,282.2
022428.000,4458.6247,9311.0561,1.0,8.0,0.98,282.2
022429.000,4458.6247,9311.0561,1.0,8.0,0.98,282.2
022430.000,4458.6246,9311.0561,1.0,7.0,1.06,282.3
022431.000,4458.6245,9311.0561,1.0,8.0,0.98,282.3
022432.000,4458.6245,9311.0562,1.0,8.0,0.98,282.3
022433.000,4458.6244,9311.0562,1.0,8.0,0.98,282.3
022434.000,4458.6244,9311.0562,1.0,8.0,0.98,282.3
022435.000,4458.6243,9311.0562,1.0,8.0,0.98,282.3
022436.000,4458.6243,9311.0562,1.0,8.0,0.98,282.3
022437.000,4458.6243,9311.0561,1.0,8.0,0.98,282.3
022438.000,4458.6242,9311.0561,1.0,8.0,0.98,282.3
022439.000,4458.6242,9311.0561,1.0,8.0,0.98,282.3
022440.000,4458.6242,9311.056,1.0,8.0,0.98,282.3
022441.000,4458.6243,9311.056,1.0,8.0,0.98,282.3
022442.000,4458.6243,9311.0561,1.0,8.0,0.98,282.3
022443.000,4458.6243,9311.0561,1.0,8.0,0.98,282.3
022444.000,4458.6243,9311.0562,1.0,8.0,0.98,282.3
022445.000,4458.6244,9311.0562,1.0,8.0,0.98,282.3
022446.000,4458.6244,9311.0563,1.0,8.0,0.98,282.3
022447.000,4458.6245,9311.0564,1.0,8.0,0.98,282.3
022448.000,4458.6246,9311.0565,1.0,8.0,0.95,282.3
022449.000,4458.6247,9311.0566,1.0,7.0,1.01,282.3
022450.000,4458.6248,9311.0567,1.0,7.0,1.01,282.3
022451.000,4458.6253,9311.0569,1.0,7.0,1.01,282.2
022452.000,4458.6256,9311.0572,1.0,7.0,1.01,282.2
022453.000,4458.6247,9311.057,1.0,8.0,0.95,282.2
022454.000,4458.6248,9311.057,1.0,8.0,0.95,282.2
022455.000,4458.625,9311.0572,1.0,8.0,0.95,282.3
022456.000,4458.6252,9311.0573,1.0,7.0,1.01,282.3
022457.000,4458.6254,9311.0575,1.0,7.0,1.01,282.3
022458.000,4458.6252,9311.0576,1.0,7.0,1.01,282.3
022459.000,4458.6251,9311.0578,1.0,7.0,1.01,282.3
022500.000,4458.6246,9311.057,1.0,7.0,1.01,282.4
022501.000,4458.6236,9311.0568,1.0,7.0,1.01,282.5
022502.000,4458.6229,9311.0565,1.0,7.0,1.01,282.4
022503.000,4458.6222,9311.0562,1.0,7.0,1.01,282.4
022504.000,4458.6215,9311.0558,1.0,7.0,1.01,282.4
022505.000,4458.6215,9311.0558,1.0,7.0,1.01,282.4
022506.000,4458.6214,9311.0559,1.0,7.0,1.01,282.4
022507.000,4458.6214,9311.056,1.0,8.0,0.95,282.4
022508.000,4458.6213,9311.0561,1.0,8.0,0.95,282.4
022509.000,4458.6211,9311.0562,1.0,8.0,0.95,282.4
022510.000,4458.6198,9311.0551,1.0,8.0,0.95,282.5
022511.000,4458.6196,9311.0542,1.0,8.0,0.95,282.6
022512.000,4458.6193,9311.0535,1.0,8.0,0.95,282.6
022513.000,4458.6186,9311.0532,1.0,8.0,0.95,282.7
022514.000,4458.6181,9311.053,1.0,8.0,0.95,282.7
022515.000,4458.6178,9311.0531,1.0,8.0,0.95,282.7
022516.000,4458.6174,9311.0531,1.0,8.0,0.95,282.7
022517.000,4458.6171,9311.0531,1.0,8.0,0.95,282.7
022518.000,4458.6168,9311.0537,1.0,9.0,0.94,282.7
022519.000,4458.6165,9311.0542,1.0,9.0,0.94,282.7
022520.000,4458.6165,9311.0548,1.0,9.0,0.94,282.6
022521.000,4458.6164,9311.0555,1.0,9.0,0.94,282.6
022522.000,4458.616,9311.0559,1.0,9.0,0.94,282.6
022523.000,4458.6156,9311.0567,1.0,8.0,0.95,282.6
022524.000,4458.6155,9311.0587,1.0,8.0,0.95,282.5
022525.000,4458.6157,9311.0602,1.0,8.0,0.95,282.4
022526.000,4458.6161,9311.0608,1.0,9.0,0.94,282.3
022527.000,4458.616,9311.0616,1.0,9.0,0.94,282.3
022528.000,4458.6154,9311.0621,1.0,9.0,0.94,282.3
022529.000,4458.6156,9311.0621,1.0,9.0,0.94,282.3
022530.000,4458.6157,9311.0622,1.0,9.0,0.94,282.2
022531.000,4458.6158,9311.0622,1.0,8.0,0.95,282.2
022532.000,4458.6161,9311.0621,1.0,8.0,0.95,282.2
022533.000,4458.6163,9311.0621,1.0,8.0,0.95,282.2
022534.000,4458.6166,9311.062,1.0,8.0,0.95,282.2
022535.000,4458.6166,9311.062,1.0,8.0,0.95,282.2
022536.000,4458.6165,9311.0621,1.0,8.0,0.95,282.2
022537.000,4458.6165,9311.0622,1.0,8.0,0.95,282.2
022538.000,4458.6166,9311.0623,1.0,8.0,0.95,282.2
022539.000,4458.6166,9311.0623,1.0,8.0,1.65,282.2
022540.000,4458.6167,9311.0624,1.0,8.0,1.65,282.2
022541.000,4458.6167,9311.0625,1.0,8.0,1.65,282.2
022542.000,4458.6168,9311.0626,1.0,8.0,1.65,282.2
022543.000,4458.6169,9311.0628,1.0,7.0,1.7,282.2
022544.000,4458.617,9311.0629,1.0,7.0,1.69,282.2
022545.000,4458.617,9311.0631,1.0,7.0,1.69,282.2
022546.000,4458.6171,9311.0632,1.0,8.0,1.65,282.2
022547.000,4458.6172,9311.0634,1.0,8.0,1.65,282.2
022548.000,4458.6173,9311.0636,1.0,8.0,1.65,282.2
022549.000,4458.6176,9311.0639,1.0,8.0,1.65,282.2
022550.000,4458.6176,9311.0641,1.0,8.0,1.65,282.2
022551.000,4458.6175,9311.0642,1.0,7.0,1.69,282.2
022552.000,4458.6174,9311.0644,1.0,8.0,1.65,282.2
022553.000,4458.6178,9311.0644,1.0,7.0,1.69,282.2
022554.000,4458.6183,9311.0643,1.0,7.0,1.69,282.2
022555.000,4458.6189,9311.0642,1.0,8.0,1.65,282.3
022556.000,4458.6176,9311.0639,1.0,8.0,1.65,282.3
022557.000,4458.617,9311.0635,1.0,8.0,1.65,282.3
022558.000,4458.6163,9311.0633,1.0,8.0,1.65,282.3
022559.000,4458.6156,9311.063,1.0,8.0,1.65,282.3
022600.000,4458.6157,9311.0631,1.0,8.0,1.65,282.3
022601.000,4458.6157,9311.0632,1.0,8.0,1.65,282.3
022602.000,4458.6157,9311.0633,1.0,8.0,1.65,282.3
022603.000,4458.6157,9311.0633,1.0,9.0,1.18,282.3
022604.000,4458.6158,9311.0634,1.0,9.0,1.18,282.3
022605.000,4458.6158,9311.0636,1.0,10.0,0.87,282.3
022606.000,4458.6159,9311.0637,1.0,10.0,0.87,282.3
022607.000,4458.616,9311.0638,1.0,10.0,0.87,282.3
022608.000,4458.616,9311.0639,1.0,9.0,0.89,282.3
022609.000,4458.616,9311.064,1.0,9.0,0.89,282.3
022610.000,4458.6161,9311.064,1.0,9.0,0.94,282.3
022611.000,4458.6161,9311.0641,1.0,9.0,0.94,282.3
022612.000,4458.6162,9311.0641,1.0,8.0,0.97,282.3
022613.000,4458.6163,9311.0642,1.0,10.0,0.87,282.3
022614.000,4458.6164,9311.0643,1.0,10.0,0.87,282.3
022615.000,4458.6166,9311.0644,1.0,10.0,0.87,282.3
022616.000,4458.6167,9311.0645,1.0,10.0,0.87,282.3
022617.000,4458.6168,9311.0646,1.0,10.0,0.87,282.3
022618.000,4458.6168,9311.0647,1.0,10.0,0.87,282.3
022619.000,4458.6169,9311.0649,1.0,10.0,0.87,282.3
022620.000,4458.6173,9311.0655,1.0,10.0,0.87,282.3
022621.000,4458.6174,9311.0658,1.0,10.0,0.87,282.3
022622.000,4458.6178,9311.066,1.0,9.0,0.89,282.2
022623.000,4458.6183,9311.066,1.0,9.0,0.89,282.2
022624.000,4458.6186,9311.0659,1.0,10.0,0.87,282.2
022625.000,4458.6188,9311.0659,1.0,10.0,0.87,282.2
022626.000,4458.6192,9311.0661,1.0,10.0,0.87,282.2
022627.000,4458.6195,9311.066,1.0,10.0,0.87,282.2
022628.000,4458.6196,9311.0663,1.0,10.0,0.87,282.2
022629.000,4458.6196,9311.0664,1.0,10.0,0.87,282.2
022630.000,4458.6197,9311.0665,1.0,10.0,0.87,282.2
022631.000,4458.6197,9311.0666,1.0,10.0,0.87,282.2
022632.000,4458.6198,9311.0667,1.0,10.0,0.87,282.2
022633.000,4458.6199,9311.0668,1.0,10.0,0.87,282.2
022634.000,4458.6199,9311.0669,1.0,10.0,0.87,282.2
022635.000,4458.62,9311.0669,1.0,10.0,0.87,282.2
022636.000,4458.6201,9311.067,1.0,10.0,0.87,282.2
022637.000,4458.6202,9311.067,1.0,10.0,0.88,282.2
022638.000,4458.6203,9311.067,1.0,10.0,0.88,282.2
022639.000,4458.6204,9311.067,1.0,10.0,0.88,282.2
022640.000,4458.6206,9311.0669,1.0,9.0,0.95,282.2
022641.000,4458.6206,9311.0669,1.0,10.0,0.88,282.2
022642.000,4458.6207,9311.0668,1.0,10.0,0.87,282.2
022643.000,4458.6209,9311.0668,1.0,10.0,0.87,282.2
022644.000,4458.621,9311.0667,1.0,10.0,0.88,282.2
022645.000,4458.6211,9311.0667,1.0,10.0,0.88,282.2
022646.000,4458.6212,9311.0667,1.0,9.0,0.95,282.2
022647.000,4458.6214,9311.0666,1.0,9.0,0.95,282.2
022648.000,4458.6215,9311.0666,1.0,9.0,0.95,282.2
022649.000,4458.6216,9311.0665,1.0,8.0,1.43,282.2
022650.000,4458.6216,9311.0664,1.0,8.0,1.43,282.2
022651.000,4458.6217,9311.0664,1.0,8.0,1.43,282.2
022652.000,4458.6218,9311.0663,1.0,8.0,1.43,282.2
022653.000,4458.6219,9311.0662,1.0,8.0,1.46,282.2
022654.000,4458.6219,9311.0662,1.0,8.0,1.46,282.2
022655.000,4458.6219,9311.0662,1.0,8.0,1.46,282.2
022656.000,4458.622,9311.0662,1.0,8.0,1.46,282.2
022657.000,4458.6219,9311.0662,1.0,8.0,1.43,282.2
022658.000,4458.6219,9311.0663,1.0,8.0,1.43,282.2
022659.000,4458.6218,9311.0664,1.0,8.0,1.43,282.2
022700.000,4458.6218,9311.0664,1.0,8.0,1.43,282.2
022701.000,4458.6217,9311.0665,1.0,8.0,1.43,282.2
022702.000,4458.6215,9311.0665,1.0,7.0,2.13,282.2
022703.000,4458.6214,9311.0666,1.0,7.0,2.13,282.2
022704.000,4458.6213,9311.0667,1.0,7.0,2.13,282.2
022705.000,4458.6212,9311.0668,1.0,7.0,2.13,282.2
022706.000,4458.6211,9311.0668,1.0,7.0,2.13,282.2
022707.000,4458.6209,9311.0668,1.0,7.0,2.13,282.2
022708.000,4458.6208,9311.0668,1.0,7.0,2.13,282.2
022709.000,4458.6206,9311.0668,1.0,7.0,2.13,282.2
022710.000,4458.6205,9311.0668,1.0,7.0,2.13,282.2
022711.000,4458.6201,9311.0666,1.0,7.0,2.13,282.3
022712.000,4458.6196,9311.0665,1.0,7.0,2.13,282.3
022713.000,4458.6193,9311.0663,1.0,7.0,2.13,282.4
022714.000,4458.6188,9311.0659,1.0,7.0,2.13,282.4
022715.000,4458.6187,9311.0655,1.0,7.0,2.13,282.4
022716.000,4458.6184,9311.0652,1.0,7.0,2.13,282.4
022717.000,4458.6183,9311.0651,1.0,7.0,2.13,282.4
022718.000,4458.6181,9311.065,1.0,8.0,1.02,282.4
022719.000,4458.618,9311.0649,1.0,8.0,1.02,282.4
022720.000,4458.6175,9311.0651,1.0,8.0,1.02,282.4
022721.000,4458.6168,9311.0654,1.0,7.0,1.07,282.4
022722.000,4458.616,9311.0655,1.0,7.0,1.07,282.3
022723.000,4458.6154,9311.0655,1.0,8.0,1.02,282.3
022724.000,4458.6152,9311.0655,1.0,8.0,1.02,282.2
022725.000,4458.6153,9311.0653,1.0,8.0,1.02,282.1
022726.000,4458.6153,9311.0654,1.0,8.0,1.02,282.1
022727.000,4458.6152,9311.0655,1.0,8.0,1.02,282.0
022728.000,4458.6147,9311.0659,1.0,8.0,1.02,282.0
022729.000,4458.6145,9311.0663,1.0,7.0,1.07,281.9
022730.000,4458.6144,9311.0664,1.0,7.0,1.07,281.9
022731.000,4458.6146,9311.0668,1.0,7.0,1.07,281.9
022732.000,4458.6148,9311.067,1.0,7.0,1.07,281.8
022733.000,4458.6149,9311.0673,1.0,7.0,1.07,281.8
022734.000,4458.6152,9311.0678,1.0,7.0,1.07,281.8
022735.000,4458.6152,9311.068,1.0,7.0,1.07,281.8
022736.000,4458.6152,9311.0682,1.0,7.0,1.07,281.8
022737.000,4458.6151,9311.0683,1.0,7.0,1.07,281.8
022738.000,4458.6151,9311.0685,1.0,7.0,1.07,281.8
022739.000,4458.6151,9311.0687,1.0,7.0,1.07,281.8
022740.000,4458.6151,9311.0688,1.0,8.0,1.0,281.8
022741.000,4458.6151,9311.069,1.0,7.0,1.07,281.8
022742.000,4458.6151,9311.0692,1.0,7.0,1.07,281.8
022743.000,4458.6151,9311.0694,1.0,7.0,1.07,281.8
022744.000,4458.6151,9311.0695,1.0,7.0,1.07,281.8
022745.000,4458.6152,9311.0696,1.0,7.0,1.07,281.8
022746.000,4458.6152,9311.0697,1.0,7.0,1.07,281.8
022747.000,4458.6152,9311.0698,1.0,8.0,0.92,281.8
022748.000,4458.6153,9311.0699,1.0,8.0,0.92,281.8
022749.000,4458.6153,9311.0699,1.0,8.0,0.92,281.8
022750.000,4458.6153,9311.0699,1.0,8.0,0.92,281.8
022751.000,4458.6153,9311.0699,1.0,8.0,0.92,281.8
022752.000,4458.6153,9311.0699,1.0,8.0,0.92,281.8
022753.000,4458.6154,9311.0698,1.0,8.0,0.92,281.8
022754.000,4458.6154,9311.0697,1.0,8.0,0.92,281.8
022755.000,4458.6155,9311.0696,1.0,8.0,0.92,281.8
022756.000,4458.6156,9311.0694,1.0,8.0,0.92,281.8
022757.000,4458.6157,9311.0693,1.0,8.0,0.92,281.8
022758.000,4458.6157,9311.0692,1.0,8.0,0.92,281.8
022759.000,4458.6157,9311.0691,1.0,8.0,0.92,281.8
022800.000,4458.6158,9311.0689,1.0,8.0,0.92,281.8
022801.000,4458.6158,9311.0688,1.0,8.0,0.92,281.8
022802.000,4458.6158,9311.0686,1.0,8.0,0.92,281.8
022803.000,4458.6159,9311.0685,1.0,8.0,0.92,281.8
022804.000,4458.6159,9311.0684,1.0,8.0,0.92,281.8
022805.000,4458.6159,9311.0683,1.0,8.0,0.92,281.8
022806.000,4458.6159,9311.0681,1.0,8.0,0.92,281.8
022807.000,4458.6159,9311.068,1.0,8.0,0.92,281.8
022808.000,4458.6158,9311.0679,1.0,7.0,1.0,281.8
022809.000,4458.6158,9311.0678,1.0,7.0,1.0,281.8
022810.000,4458.6158,9311.0678,1.0,7.0,1.0,281.8
022811.000,4458.6159,9311.0677,1.0,8.0,0.92,281.8
022812.000,4458.6159,9311.0676,1.0,8.0,0.92,281.8
022813.000,4458.6159,9311.0675,1.0,7.0,1.0,281.8
022814.000,4458.6159,9311.0674,1.0,7.0,1.0,281.8
022815.000,4458.6159,9311.0673,1.0,7.0,1.0,281.8
022816.000,4458.6159,9311.0671,1.0,7.0,1.0,281.8
022817.000,4458.6159,9311.0669,1.0,7.0,1.0,281.8
022818.000,4458.6158,9311.0666,1.0,7.0,1.0,281.8
022819.000,4458.6158,9311.0664,1.0,7.0,1.0,281.8
022820.000,4458.6157,9311.0664,1.0,7.0,1.0,281.8
022821.000,4458.6157,9311.0663,1.0,7.0,1.0,281.8
022822.000,4458.6156,9311.0663,1.0,7.0,1.0,281.9
022823.000,4458.6156,9311.0662,1.0,7.0,1.0,281.9
022824.000,4458.6156,9311.0661,1.0,7.0,1.0,281.9
022825.000,4458.6156,9311.066,1.0,7.0,1.0,281.9
022826.000,4458.6157,9311.066,1.0,7.0,1.0,281.9
022827.000,4458.6157,9311.0659,1.0,7.0,1.0,281.9
022828.000,4458.6157,9311.0659,1.0,7.0,1.0,281.9
022829.000,4458.6157,9311.0659,1.0,7.0,1.0,281.9
022830.000,4458.6157,9311.0658,1.0,7.0,1.0,281.9
022831.000,4458.6157,9311.0658,1.0,7.0,1.0,281.9
022832.000,4458.6157,9311.0659,1.0,7.0,1.0,281.9
022833.000,4458.6157,9311.0659,1.0,7.0,1.0,281.9
022834.000,4458.6157,9311.066,1.0,7.0,1.0,281.9
022835.000,4458.6157,9311.066,1.0,7.0,1.0,281.9
022836.000,4458.6157,9311.066,1.0,7.0,1.0,281.9
022837.000,4458.6158,9311.066,1.0,7.0,1.0,281.9
022838.000,4458.6158,9311.0661,1.0,7.0,1.0,281.9
022839.000,4458.6158,9311.066,1.0,7.0,1.03,281.9
022840.000,4458.6159,9311.066,1.0,7.0,1.0,281.9
022841.000,4458.616,9311.0659,1.0,7.0,1.0,281.9
022842.000,4458.6161,9311.0658,1.0,7.0,1.0,281.9
022843.000,4458.6163,9311.0658,1.0,7.0,1.0,281.9
022844.000,4458.6165,9311.0659,1.0,7.0,1.0,281.9
022845.000,4458.6167,9311.0658,1.0,8.0,0.92,281.9
022846.000,4458.617,9311.0656,1.0,8.0,0.94,281.9
022847.000,4458.6172,9311.0655,1.0,8.0,0.94,281.9
022848.000,4458.6173,9311.0652,1.0,9.0,0.9,281.9
022849.000,4458.6173,9311.0652,1.0,10.0,0.87,281.9
022850.000,4458.6173,9311.065,1.0,10.0,0.87,281.9
022851.000,4458.6172,9311.0651,1.0,10.0,0.87,281.9
022852.000,4458.6173,9311.0651,1.0,10.0,0.87,281.8
022853.000,4458.6174,9311.0651,1.0,10.0,0.87,281.8
022854.000,4458.6175,9311.065,1.0,10.0,0.87,281.8
022855.000,4458.6176,9311.0649,1.0,10.0,0.87,281.8
022856.000,4458.6178,9311.0648,1.0,9.0,0.94,281.8
022857.000,4458.6178,9311.0643,1.0,9.0,0.94,281.9
022858.000,4458.6178,9311.0638,1.0,9.0,0.94,281.9
022859.000,4458.618,9311.0635,1.0,9.0,0.94,281.9
022900.000,4458.6181,9311.0635,1.0,9.0,0.94,281.8
022901.000,4458.6182,9311.0634,1.0,9.0,0.94,281.8
022902.000,4458.6183,9311.0633,1.0,9.0,0.94,281.8
022903.000,4458.6183,9311.0632,1.0,9.0,0.94,281.8
022904.000,4458.6184,9311.063,1.0,9.0,0.94,281.8
022905.000,4458.6185,9311.0629,1.0,8.0,0.98,281.8
022906.000,4458.6186,9311.0627,1.0,8.0,0.98,281.8
022907.000,4458.6187,9311.0626,1.0,9.0,0.9,281.8
022908.000,4458.6187,9311.0625,1.0,9.0,0.91,281.8
022909.000,4458.6188,9311.0624,1.0,8.0,0.98,281.8
022910.000,4458.6189,9311.0623,1.0,10.0,0.87,281.8
022911.000,4458.619,9311.0623,1.0,10.0,0.87,281.8
022912.000,4458.619,9311.0622,1.0,10.0,0.88,281.8
022913.000,4458.6191,9311.0622,1.0,10.0,0.87,281.8
022914.000,4458.6191,9311.0621,1.0,8.0,0.98,281.8
022915.000,4458.6192,9311.062,1.0,9.0,0.94,281.8
022916.000,4458.6192,9311.062,1.0,8.0,1.62,281.8
022917.000,4458.6193,9311.062,1.0,8.0,1.62,281.8
022918.000,4458.6194,9311.0619,1.0,8.0,1.62,281.8
022919.000,4458.6194,9311.0619,1.0,9.0,0.94,281.8
022920.000,4458.6195,9311.0618,1.0,9.0,0.89,281.8
022921.000,4458.6196,9311.0618,1.0,8.0,0.93,281.8
022922.000,4458.6197,9311.0617,1.0,9.0,0.9,281.8
022923.000,4458.6199,9311.0617,1.0,8.0,0.93,281.8
022924.000,4458.62,9311.0616,1.0,7.0,1.34,281.8
022925.000,4458.6201,9311.0616,1.0,7.0,1.34,281.8
022926.000,4458.6203,9311.0615,1.0,7.0,1.34,281.8
022927.000,4458.6204,9311.0614,1.0,7.0,1.26,281.8
022928.000,4458.6206,9311.0613,1.0,7.0,1.26,281.8
022929.000,4458.6208,9311.0615,1.0,7.0,1.26,281.8
022930.000,4458.621,9311.0615,1.0,7.0,1.26,281.8
022931.000,4458.621,9311.0616,1.0,7.0,1.26,281.8
022932.000,4458.621,9311.0618,1.0,7.0,1.34,281.8
022933.000,4458.621,9311.0618,1.0,7.0,1.34,281.8
022934.000,4458.6211,9311.0618,1.0,7.0,1.34,281.8
022935.000,4458.6212,9311.0616,1.0,7.0,1.34,281.8
022936.000,4458.6212,9311.0615,1.0,7.0,1.34,281.8
022937.000,4458.6213,9311.0614,1.0,7.0,1.34,281.8
022938.000,4458.6214,9311.0614,1.0,7.0,1.34,281.8
022939.000,4458.6215,9311.0614,1.0,7.0,1.34,281.8
022940.000,4458.6215,9311.0614,1.0,8.0,1.23,281.8
022941.000,4458.6215,9311.0613,1.0,8.0,1.23,281.8
022942.000,4458.6215,9311.0611,1.0,8.0,1.23,281.8
022943.000,4458.6215,9311.061,1.0,8.0,1.23,281.8
022944.000,4458.6214,9311.0609,1.0,7.0,1.26,281.8
022945.000,4458.6214,9311.0608,1.0,7.0,1.26,281.8
022946.000,4458.6213,9311.0607,1.0,7.0,1.26,281.8
022947.000,4458.6213,9311.0605,1.0,7.0,1.26,281.8
022948.000,4458.6213,9311.0604,1.0,7.0,1.26,281.8
022949.000,4458.6212,9311.0602,1.0,8.0,1.21,281.8
022950.000,4458.6212,9311.06,1.0,9.0,1.19,281.8
022951.000,4458.6211,9311.0599,1.0,9.0,1.19,281.8
022952.000,4458.6211,9311.0598,1.0,7.0,1.69,281.8
022953.000,4458.6212,9311.0598,1.0,8.0,1.62,281.8
022954.000,4458.6212,9311.0597,1.0,8.0,1.62,281.8
022955.000,4458.6212,9311.0597,1.0,8.0,1.62,281.8
022956.000,4458.6212,9311.0596,1.0,8.0,1.62,281.8
022957.000,4458.6212,9311.0596,1.0,8.0,1.62,281.8
022958.000,4458.6212,9311.0595,1.0,8.0,1.62,281.8
